### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.02, INSIDETRADELIMIT = 0.001, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 200, TIMEINTERVAL = 5, NRUN = 500 ###

value; varDist; param
1; 0.729673; 0.00025
2; 0.239877; 0.00025
3; 0.0166531; 0.00025
4; 0.00755102; 0.00025
5; 0.00277551; 0.00025
6; 0.0015102; 0.00025
7; 0.000693878; 0.00025
8; 0.000204082; 0.00025
9; 0.000204082; 0.00025
10; 0.000285714; 0.00025
11; 8.16327e-05; 0.00025
12; 0.000122449; 0.00025
13; 0.000122449; 0.00025
14; 0.000122449; 0.00025
15; 0; 0.00025
16; 4.08163e-05; 0.00025
17; 0; 0.00025
18; 8.16327e-05; 0.00025
19; 0; 0.00025
20; 0; 0.00025
21; 0; 0.00025
22; 0; 0.00025
23; 0; 0.00025
24; 0; 0.00025
25; 0; 0.00025
26; 0; 0.00025
27; 0; 0.00025
28; 0; 0.00025
29; 0; 0.00025
30; 0; 0.00025
31; 0; 0.00025
32; 0; 0.00025
33; 0; 0.00025
34; 0; 0.00025
35; 0; 0.00025
36; 0; 0.00025
37; 0; 0.00025
38; 0; 0.00025
39; 0; 0.00025
40; 0; 0.00025
41; 0; 0.00025
42; 0; 0.00025
43; 0; 0.00025
44; 0; 0.00025
45; 0; 0.00025
46; 0; 0.00025
47; 0; 0.00025
48; 0; 0.00025
49; 0; 0.00025
1; 0.721919; 0.0005
2; 0.247387; 0.0005
3; 0.0170204; 0.0005
4; 0.00746938; 0.0005
5; 0.00302041; 0.0005
6; 0.00159184; 0.0005
7; 0.000693878; 0.0005
8; 0.000326531; 0.0005
9; 0.000122449; 0.0005
10; 0.000122449; 0.0005
11; 8.16327e-05; 0.0005
12; 4.08163e-05; 0.0005
13; 0.000122449; 0.0005
14; 0; 0.0005
15; 8.16327e-05; 0.0005
16; 0; 0.0005
17; 0; 0.0005
18; 0; 0.0005
19; 0; 0.0005
20; 0; 0.0005
21; 0; 0.0005
22; 0; 0.0005
23; 0; 0.0005
24; 0; 0.0005
25; 0; 0.0005
26; 0; 0.0005
27; 0; 0.0005
28; 0; 0.0005
29; 0; 0.0005
30; 0; 0.0005
31; 0; 0.0005
32; 0; 0.0005
33; 0; 0.0005
34; 0; 0.0005
35; 0; 0.0005
36; 0; 0.0005
37; 0; 0.0005
38; 0; 0.0005
39; 0; 0.0005
40; 0; 0.0005
41; 0; 0.0005
42; 0; 0.0005
43; 0; 0.0005
44; 0; 0.0005
45; 0; 0.0005
46; 0; 0.0005
47; 0; 0.0005
48; 0; 0.0005
49; 0; 0.0005
1; 0.719265; 0.001
2; 0.247061; 0.001
3; 0.0188572; 0.001
4; 0.0072653; 0.001
5; 0.00363265; 0.001
6; 0.00187755; 0.001
7; 0.000857143; 0.001
8; 0.000489796; 0.001
9; 0.000326531; 0.001
10; 0.000163265; 0.001
11; 0.000122449; 0.001
12; 4.08163e-05; 0.001
13; 4.08163e-05; 0.001
14; 0; 0.001
15; 0; 0.001
16; 0; 0.001
17; 0; 0.001
18; 0; 0.001
19; 0; 0.001
20; 0; 0.001
21; 0; 0.001
22; 0; 0.001
23; 0; 0.001
24; 0; 0.001
25; 0; 0.001
26; 0; 0.001
27; 0; 0.001
28; 0; 0.001
29; 0; 0.001
30; 0; 0.001
31; 0; 0.001
32; 0; 0.001
33; 0; 0.001
34; 0; 0.001
35; 0; 0.001
36; 0; 0.001
37; 0; 0.001
38; 0; 0.001
39; 0; 0.001
40; 0; 0.001
41; 0; 0.001
42; 0; 0.001
43; 0; 0.001
