### PARAMETERS VALUE ###
### LATTICESIZE = 50, NSPECIE = 100, NRESOURCE = 3, DEATHPROB = 0.25, MUTATIONPROB = 0, NRESOURCEDIST = 2500, MAXTIME = 20000, TIMEINTERVAL = 100, NRUN = 10 ###

time; nSpecie; param
13000; 1; 0.1
13100; 1; 0.1
13200; 1; 0.1
13300; 1; 0.1
13400; 1; 0.1
13500; 1; 0.1
13600; 1; 0.1
13700; 1; 0.1
13800; 1; 0.1
13900; 1; 0.1
14000; 1; 0.1
14100; 1; 0.1
14200; 1; 0.1
14300; 1; 0.1
14400; 1; 0.1
14500; 1; 0.1
14600; 1; 0.1
14700; 1; 0.1
14800; 1; 0.1
14900; 1; 0.1
15000; 1; 0.1
15100; 1; 0.1
15200; 1; 0.1
15300; 1; 0.1
15400; 1; 0.1
15500; 1; 0.1
15600; 1; 0.1
15700; 1; 0.1
15800; 1; 0.1
15900; 1; 0.1
16000; 1; 0.1
16100; 1; 0.1
16200; 1; 0.1
16300; 1; 0.1
16400; 1; 0.1
16500; 1; 0.1
16600; 1; 0.1
16700; 1; 0.1
16800; 1; 0.1
16900; 1; 0.1
17000; 1; 0.1
17100; 1; 0.1
17200; 1; 0.1
17300; 1; 0.1
17400; 1; 0.1
17500; 1; 0.1
17600; 1; 0.1
17700; 1; 0.1
17800; 1; 0.1
17900; 1; 0.1
18000; 1; 0.1
18100; 1; 0.1
18200; 1; 0.1
18300; 1; 0.1
18400; 1; 0.1
18500; 1; 0.1
18600; 1; 0.1
18700; 1; 0.1
18800; 1; 0.1
18900; 1; 0.1
19000; 1; 0.1
19100; 1; 0.1
19200; 1; 0.1
19300; 1; 0.1
19400; 1; 0.1
19500; 1; 0.1
19600; 1; 0.1
19700; 1; 0.1
19800; 1; 0.1
19900; 1; 0.1
0; 100; 0.25
100; 0; 0.25
200; 0; 0.25
300; 0; 0.25
400; 0; 0.25
500; 0; 0.25
600; 0; 0.25
700; 0; 0.25
800; 0; 0.25
900; 0; 0.25
1000; 0; 0.25
1100; 0; 0.25
1200; 0; 0.25
1300; 0; 0.25
1400; 0; 0.25
1500; 0; 0.25
1600; 0; 0.25
1700; 0; 0.25
1800; 0; 0.25
1900; 0; 0.25
2000; 0; 0.25
2100; 0; 0.25
2200; 0; 0.25
2300; 0; 0.25
2400; 0; 0.25
2500; 0; 0.25
2600; 0; 0.25
2700; 0; 0.25
2800; 0; 0.25
2900; 0; 0.25
3000; 0; 0.25
3100; 0; 0.25
3200; 0; 0.25
3300; 0; 0.25
3400; 0; 0.25
3500; 0; 0.25
3600; 0; 0.25
3700; 0; 0.25
3800; 0; 0.25
3900; 0; 0.25
4000; 0; 0.25
4100; 0; 0.25
4200; 0; 0.25
4300; 0; 0.25
4400; 0; 0.25
4500; 0; 0.25
4600; 0; 0.25
4700; 0; 0.25
4800; 0; 0.25
4900; 0; 0.25
5000; 0; 0.25
5100; 0; 0.25
5200; 0; 0.25
5300; 0; 0.25
5400; 0; 0.25
5500; 0; 0.25
5600; 0; 0.25
5700; 0; 0.25
5800; 0; 0.25
5900; 0; 0.25
6000; 0; 0.25
6100; 0; 0.25
6200; 0; 0.25
6300; 0; 0.25
6400; 0; 0.25
6500; 0; 0.25
6600; 0; 0.25
6700; 0; 0.25
6800; 0; 0.25
6900; 0; 0.25
7000; 0; 0.25
7100; 0; 0.25
7200; 0; 0.25
7300; 0; 0.25
7400; 0; 0.25
7500; 0; 0.25
7600; 0; 0.25
7700; 0; 0.25
7800; 0; 0.25
7900; 0; 0.25
8000; 0; 0.25
8100; 0; 0.25
8200; 0; 0.25
8300; 0; 0.25
8400; 0; 0.25
8500; 0; 0.25
8600; 0; 0.25
8700; 0; 0.25
8800; 0; 0.25
8900; 0; 0.25
9000; 0; 0.25
9100; 0; 0.25
9200; 0; 0.25
9300; 0; 0.25
9400; 0; 0.25
9500; 0; 0.25
9600; 0; 0.25
9700; 0; 0.25
9800; 0; 0.25
9900; 0; 0.25
10000; 0; 0.25
10100; 0; 0.25
10200; 0; 0.25
10300; 0; 0.25
10400; 0; 0.25
10500; 0; 0.25
10600; 0; 0.25
10700; 0; 0.25
10800; 0; 0.25
10900; 0; 0.25
11000; 0; 0.25
11100; 0; 0.25
11200; 0; 0.25
11300; 0; 0.25
11400; 0; 0.25
11500; 0; 0.25
11600; 0; 0.25
11700; 0; 0.25
11800; 0; 0.25
11900; 0; 0.25
12000; 0; 0.25
12100; 0; 0.25
12200; 0; 0.25
12300; 0; 0.25
12400; 0; 0.25
12500; 0; 0.25
12600; 0; 0.25
12700; 0; 0.25
12800; 0; 0.25
12900; 0; 0.25
13000; 0; 0.25
13100; 0; 0.25
13200; 0; 0.25
13300; 0; 0.25
13400; 0; 0.25
13500; 0; 0.25
13600; 0; 0.25
13700; 0; 0.25
13800; 0; 0.25
13900; 0; 0.25
14000; 0; 0.25
14100; 0; 0.25
14200; 0; 0.25
14300; 0; 0.25
14400; 0; 0.25
14500; 0; 0.25
14600; 0; 0.25
14700; 0; 0.25
14800; 0; 0.25
14900; 0; 0.25
15000; 0; 0.25
15100; 0; 0.25
15200; 0; 0.25
15300; 0; 0.25
15400; 0; 0.25
15500; 0; 0.25
15600; 0; 0.25
15700; 0; 0.25
15800; 0; 0.25
15900; 0; 0.25
16000; 0; 0.25
16100; 0; 0.25
16200; 0; 0.25
16300; 0; 0.25
16400; 0; 0.25
16500; 0; 0.25
16600; 0; 0.25
16700; 0; 0.25
16800; 0; 0.25
16900; 0; 0.25
17000; 0; 0.25
17100; 0; 0.25
17200; 0; 0.25
17300; 0; 0.25
17400; 0; 0.25
17500; 0; 0.25
17600; 0; 0.25
17700; 0; 0.25
17800; 0; 0.25
17900; 0; 0.25
18000; 0; 0.25
18100; 0; 0.25
18200; 0; 0.25
18300; 0; 0.25
18400; 0; 0.25
18500; 0; 0.25
18600; 0; 0.25
18700; 0; 0.25
18800; 0; 0.25
18900; 0; 0.25
19000; 0; 0.25
19100; 0; 0.25
19200; 0; 0.25
19300; 0; 0.25
19400; 0; 0.25
19500; 0; 0.25
19600; 0; 0.25
19700; 0; 0.25
19800; 0; 0.25
19900; 0; 0.25
